title,artist,loudness,peak_loudness,avg_max_loudness,loudness_diff_averages,loudness_labels
Locust Reign (Live in California),Converge,-3.830000,-0.819,-7.308,-3.478,loud
Intensity In Ten Cities,Embrace the End,-3.402000,-0.829,-4.201,-0.799,loud
Uniform (Scripka Mix),Inspiral Carpets,-12.166000,-7.697,-14.935,-2.769,medium
En La Soledad,Tito Rodriguez,-15.649000,-10.022,-18.675,-3.026,quiet
Windpower (2009 Digital Remaster),Thomas Dolby,-11.591000,-5.208,-17.465,-5.874,medium
Anyway_ Anyhow_ Anywhere,The Who,-8.302000,-5.978,-9.492,-1.190,medium
Ne Reste Que L'Amour (Only Love),Line Renaud,-13.470000,-5.812,-18.001,-4.531,medium
Verano traidor,Vilma Palma e Vampiros,-7.202000,-4.029,-10.371,-3.169,medium
Let It Rain,Roberto Roena,-8.404000,-4.553,-10.244,-1.840,medium
Smile Jamaica,Bob Marley & The Wailers,-8.252000,-0.353,-13.260,-5.008,medium
Schwarzarbeit,Geier Sturzflug,-4.533000,-1.874,-5.165,-0.632,loud
The Burden of Hope,Jars Of Clay,-17.231000,-8.185,-19.787,-2.556,quiet
Catholic Knees (Album Version),Taking Back Sunday,-3.566000,-1.101,-4.483,-0.917,loud
Seven (Album),Cinder,-4.183000,-1.462,-5.895,-1.712,loud
Que Arribi L'Estiu,Dijous Paella,-5.198000,-1.609,-6.670,-1.472,loud
Intro 2/ Kick Out The Jams (LP Version),MC5,-10.219000,-6.996,-12.037,-1.818,medium
Forgiveness (Love Life Album Version),Charlie Peacock,-10.813000,-4.486,-16.876,-6.063,medium
Recept,SAF,-10.467000,-4.832,-13.129,-2.662,medium
M-Town 2 M-Town,089 Clique feat. Minnesota Snipe & Skinny Cueball,-7.765000,-4.289,-9.514,-1.749,medium
Cocotaso featuring Tony Touch,Beatnuts featuring Tony Touch,-10.383000,-4.296,-16.194,-5.811,medium
Angel Band,Porter Wagoner,-14.761000,-8.592,-18.406,-3.645,medium
Grand-mère,Les Ogres De Barback,-7.467000,-0.585,-9.747,-2.280,medium
The Sukkubus Lustrate,Belphegor,-1.493000,0.407,-2.369,-0.876,loud
See My Friends,Ray Davies,-15.646000,-9.129,-20.083,-4.437,quiet
I'll Take A Melody,John Holt,-16.582000,-11.397,-18.769,-2.187,quiet
Love That Jazz (Basements Boys Album Vers),Kim English,-6.735000,-2.142,-9.850,-3.115,loud
The Attitude Song,Steve Vai,-5.185000,-0.978,-7.830,-2.645,loud
Ain't It Funny,Jennifer Lopez,-4.821000,-0.218,-8.311,-3.490,loud
Fire and Ice,Outerspace,-4.974000,-0.382,-7.044,-2.070,loud
Jake,J. Peter Robinson,-17.319000,-6.917,-25.147,-7.828,quiet
Wish,Brian Littrell,-6.288000,-1.401,-10.580,-4.292,loud
The Vine,Mr.De',-11.429000,-6.261,-14.525,-3.096,medium
Idaho Red,Wade Ray,-9.713000,-5.168,-11.402,-1.689,medium
America the Beautiful,Jay Pérez,-9.059000,-4.409,-13.312,-4.253,medium
Standing On The Promises (Palmore) (Beyond The Veil Album Version),Daryl Coley,-8.078000,-3.221,-11.634,-3.556,medium
Promised Land,Boogie Pimps Feat. Steve Brookstein,-5.094000,-0.996,-7.466,-2.372,loud
Baby I Need Your Loving,Delroy Wilson,-10.091000,-5.909,-12.508,-2.417,medium
Big Fella,Fuzz,-4.127000,-0.106,-7.186,-3.059,loud
The Yellow Rose Of Texas (From Giants),Orlando Pops Orchestra,-15.817000,-7.219,-23.118,-7.301,quiet
Tunnel Vision,Finest Dearest,-7.210000,-3.369,-9.453,-2.243,medium
Me Falta El Aliento,Estopa,-4.872000,-1.704,-6.848,-1.976,loud
Fake Tales Of San Francisco,Arctic Monkeys,-4.385000,-1.281,-6.593,-2.208,loud
First Kiss,David Arkenstone,-19.834000,-10.337,-24.690,-4.856,quiet
Bajo Un Palmar,Barbarito Diez,-9.604000,-5.122,-11.738,-2.134,medium
Stormy Weather,Quincy Jones,-12.182000,-6.657,-16.326,-4.144,medium
Les choses,Edgar Bori,-14.606000,-6.655,-17.240,-2.634,medium
Zero M2,Benga,-11.357000,-4.667,-16.333,-4.976,medium
Un Tout Petit Pantin,André Verchuren,-6.527000,-3.557,-7.780,-1.253,loud
Maria ( From The Sound Of Music),London Theatre Orchestra,-15.798000,-10.143,-21.496,-5.698,quiet
Las Cadenas(Live) (2005 re-mastering) (Live),Selena,-8.936000,-3.398,-11.068,-2.132,medium
In My Arms,Snow Patrol,-5.098000,-0.732,-7.256,-2.158,loud
Celos,Obie Bermudez,-7.209000,-3.099,-9.012,-1.803,medium
Kopla ja kummisetä,Irwin Goodman,-7.570000,-2.146,-9.613,-2.043,medium
Esto Es Real,Baby Rasta & Gringo,-8.441000,-2.680,-11.442,-3.001,medium
The Mist,Kitaro,-20.911000,-14.770,-25.692,-4.781,quiet
Dawn,Eri Esittäjiä,-26.312000,-18.026,-33.696,-7.384,quiet
Dear Death Part 2,Emery,-3.122000,-1.493,-3.675,-0.553,loud
La paix des étoiles,Alexis HK,-12.489000,-8.873,-14.119,-1.630,medium
Gangster Of Love,Pretty Boy Floyd,-10.844000,-8.134,-12.785,-1.941,medium
Pon De Floor,Major Lazer / Vybz Kartel / Afrojack,-7.098000,-3.215,-8.668,-1.570,medium
Rubies_ Pearls_ And Emeralds,Tin Hat Trio,-14.188000,-5.053,-20.421,-6.233,medium
Hammer & a Stone,Seven Mary Three,-13.852000,-4.458,-17.631,-3.779,medium
Sweet Disposition,The Temper Trap,-5.126000,-2.312,-6.381,-1.255,loud
Dad Apologizes,John Debney,-25.671000,-6.161,-29.194,-3.523,quiet
Rollercoasting,Helen Love,-11.943000,-6.958,-15.169,-3.226,medium
Livin' Above Your Head,Jay & The Americans,-10.935000,-6.387,-13.977,-3.042,medium
Know Your Friends,Tanto Metro & Devonte,-10.690000,-6.735,-12.817,-2.127,medium
Valokeilojen vampyyri,Indica,-4.270000,-1.518,-5.773,-1.503,loud
Perfect Motion,Sunscreem,-9.590000,-4.960,-11.328,-1.738,medium
Balanséy lala (featuring Tanya St Val) (feat. Tanya Saint-Val),Dédé Saint-Prix,-9.493000,-5.078,-11.720,-2.227,medium
In The Sweet By And By,Deborah Allen,-15.581000,-8.123,-19.474,-3.893,quiet
Dash Way Belly,Kiprich,-6.734000,-1.101,-8.193,-1.459,loud
Speed Of Sound (Live),Coldplay,-5.367000,-1.988,-6.983,-1.616,loud
I'se Just A Bad Luck Man,Casey Bill Weldon,-17.700000,-10.086,-21.463,-3.763,quiet
Destino Ingrato,Carmen Y Laura,-10.274000,-4.973,-13.450,-3.176,medium
Container,Kaizers Orchestra,-4.894000,-1.760,-6.709,-1.815,loud
Un jour au Cirque: Two Blind Loves,The Marx Brothers,-11.371000,-6.717,-14.472,-3.101,medium
We Sleep Forever [Live],Aiden,-7.215000,-3.664,-8.992,-1.777,medium
All American Boy,Grandpa Jones,-11.868000,-6.618,-14.473,-2.605,medium
The One,Miguel Migs,-6.308000,-1.875,-10.166,-3.858,loud
Karottensaft,Protein,-15.299000,-7.833,-18.761,-3.462,quiet
Ruby Marlowe,Schizoid,-17.838000,-13.286,-22.551,-4.713,quiet
I Saw Three Ships,Kevin Max,-11.333000,-6.947,-14.663,-3.330,medium
Chim Chim Cheree,Charlie Byrd,-17.502000,-9.860,-20.799,-3.297,quiet
One More Chance,Bloc Party,-6.780000,-3.011,-9.152,-2.372,loud
Have Yourself A Merry Little Christmas (LP Version),George Huff,-11.080000,-5.678,-15.684,-4.604,medium
Hey Daddy (Daddy's Home),Usher,-4.328000,-0.528,-6.836,-2.508,loud
Four,Midge Ure,-4.727000,-1.541,-6.449,-1.722,loud
Stand Up and Praise Him,Vickie Winans,-8.375000,-4.451,-10.558,-2.183,medium
Willow Weep For Me (With Willie Nelson),Tin Hat Trio,-12.614000,-6.240,-16.592,-3.978,medium
Big Bottom,Spinal Tap,-7.643000,-3.478,-9.383,-1.740,medium
Al Doilea Om,Negura Bunget,-19.586000,-15.775,-23.307,-3.721,quiet
Govinda,Atman,-8.595000,-3.787,-11.509,-2.914,medium
Hidden Documents,Alexandre Desplat,-30.180000,-24.747,-33.507,-3.327,quiet
Al Svartr (The Oath),Emperor,-11.164000,-6.033,-16.584,-5.420,medium
Real Love,The Smashing Pumpkins,-4.673000,-1.906,-5.583,-0.910,loud
Flaming Red,Patty Griffin,-6.376000,-3.771,-8.409,-2.033,loud
We Ride,Rihanna,-6.131000,-0.773,-9.298,-3.167,loud
New Pin (edit),Oceansize,-8.080000,-4.877,-10.138,-2.058,medium
Pray (Instrumental Version),Head Horny's,-9.405000,-2.765,-14.568,-5.163,medium
Tout moun sou do,Daan Junior,-5.366000,0.221,-7.348,-1.982,loud
This Train,The Winans,-8.071000,-2.671,-10.899,-2.828,medium
Million Gal,Beenie Man,-9.708000,-5.051,-11.989,-2.281,medium
Love Is Just Around The Corner (1996 Digital Remaster),Jackie Davis,-16.422000,-8.766,-19.083,-2.661,quiet
Mi Musica Es Para Ti - Original,Johnny Pacheco,-13.266000,-9.617,-14.735,-1.469,medium
They Came To Boston,Mighty Mighty Bosstones,-9.944000,-5.448,-12.356,-2.412,medium
My Jesus_ I Love Thee,Glad,-16.705000,-10.931,-21.407,-4.702,quiet
Strangers In The Night,Orlando Pops Orchestra,-11.954000,-6.363,-15.553,-3.599,medium
Two Heads One Pillow,Gerald Clayton,-14.153000,-5.125,-20.963,-6.810,medium
Nie Wieder (Live Version),Pyranja,-5.907000,-2.598,-7.341,-1.434,loud
Sanctuary,Sick Of It All,-3.904000,-1.230,-4.845,-0.941,loud
Saints & Sinners,Van Gelder,-7.234000,-3.128,-9.957,-2.723,medium
Pehle To Kabhi Gham Tha,Naseebo Lal,-12.411000,-7.618,-13.729,-1.318,medium
World Of Vibrations (Album Version),Blackalicious,-7.625000,-2.674,-10.978,-3.353,medium
Mary's Boy Child,John Davis & Emma Doyle,-13.751000,-8.921,-15.615,-1.864,medium
Smile,Heavenly,-8.339000,-4.786,-9.863,-1.524,medium
Guaguanco Raro,Richie Ray & Bobby Cruz,-7.616000,-1.878,-10.464,-2.848,medium
God Rest Ye Merry Gentlemen,Hot Club Of Detroit,-18.226000,-6.251,-23.729,-5.503,quiet
The Tennessee Waltz,The Fontane Sisters,-12.442000,-6.292,-16.947,-4.505,medium
State of Emergency,Nick Jonas & The Administration,-4.380000,-1.010,-6.045,-1.665,loud
Contours,Jeff Johnson,-15.382000,-7.952,-20.328,-4.946,quiet
Ømhet,Mons Leidvin Takle,-17.204000,-12.940,-19.348,-2.144,quiet
Aberdeen Blues,Bukka White,-14.166000,-8.240,-17.800,-3.634,medium
Is It Love,Gang Of Four,-17.763000,-11.528,-21.689,-3.926,quiet
Ordinary Lives,Peter Hunnigale,-7.103000,-2.737,-9.843,-2.740,medium
Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),The Killers,-8.361000,-4.548,-10.483,-2.122,medium
Group Sex,Circle Jerks,-8.562000,-4.034,-9.616,-1.054,medium
Jezebel,Barbara Fairchild,-9.735000,-3.438,-13.378,-3.643,medium
Breathe Me In,Candlebox,-5.968000,-0.339,-9.799,-3.831,loud
Sugar Daddy,Tyrone Davis,-9.522000,-5.045,-12.488,-2.966,medium
Said You'd Be,The Panic Channel,-2.648000,-0.381,-3.342,-0.694,loud
Precious Lord_ Take My Hand,Jo-El Sonnier,-8.520000,-2.001,-10.985,-2.465,medium
Livin' Lovin' Wreck,Jimmy Page_ John Paul Jones_ Albert Lee_ Nicky Hopkins_ Big Jim Sullivan_ Clem Cattini_ Chris Hughes,-12.176000,-7.096,-13.211,-1.035,medium
Flamingos,Michael Whalen,-23.212000,-16.626,-27.301,-4.089,quiet
Little Silver Bells,Elton Britt,-13.616000,-7.416,-16.496,-2.880,medium
Under Attack,Ice,-7.464000,-3.522,-9.769,-2.305,medium
Off The Record,Jean Fauque,-13.528000,-6.359,-19.105,-5.577,medium
You Hit The Nail On The Head,Bobby "Blue" Bland,-9.640000,-3.427,-12.972,-3.332,medium
Prequel To The Sequel (Album Version),Between The Buried And Me,-5.954000,-2.991,-6.983,-1.029,loud
Gosto de Você Demais,Reginaldo Bessa,-12.509000,-6.539,-14.361,-1.852,medium
Drifting Away,Faithless,-7.387000,-2.466,-11.716,-4.329,medium
Rock The Night,Hellsongs,-13.959000,-5.791,-17.587,-3.628,medium
Fried Neckbones And Home Fries,Santana,-8.814000,-5.047,-10.264,-1.450,medium
(I'm So) Afraid Of Losing You Again,Charley Pride,-12.169000,-8.337,-14.318,-2.149,medium
Duck And Run,3 Doors Down,-3.863000,-1.481,-5.261,-1.398,loud
The Heavenly Place,THE CHIFFONS,-9.206000,-5.218,-11.291,-2.085,medium
Likambo,Kékélé,-11.008000,-3.962,-13.344,-2.336,medium
Please Baby Blues,Little Junior Parker,-6.506000,-0.854,-8.727,-2.221,loud
Cry Of The Earth,Cybertribe,-12.068000,-6.990,-14.925,-2.857,medium
I Versus I,Seventh Star,-4.684000,-1.195,-5.707,-1.023,loud
A Crow Left Of The Murder,Incubus,-5.606000,-2.565,-8.194,-2.588,loud
Moisture,Dishwalla,-6.676000,-2.857,-9.190,-2.514,loud
Shitzzo,Marco Polo,-9.689000,-3.435,-11.792,-2.103,medium
Stack and Pile,Beenie Man,-3.669000,0.385,-4.666,-0.997,loud
I Still Haven't Found What I'm Looking For,Mariano Yanani,-13.943000,-9.016,-17.103,-3.160,medium
Dark Flashes,Brian Keane,-18.812000,-10.905,-23.883,-5.071,quiet
Ek Pardesi Di ,Naseebo Lal,-12.197000,-6.380,-14.156,-1.959,medium
Ice Cream Cone,Laurie Berkner,-16.895000,-9.184,-22.258,-5.363,quiet
Wonderland,Robin Fox,-7.785000,-4.190,-9.927,-2.142,medium
Goody Two Shoes,Adam Ant,-3.402000,-0.101,-4.560,-1.158,loud
Telecommunication,Statues,-8.475000,-3.245,-11.049,-2.574,medium
Borin Fuckin Town,Rusted Shut,-10.374000,-6.543,-13.756,-3.382,medium
Olive Oil,Happy Mondays,-13.229000,-8.132,-15.102,-1.873,medium
St. Patrick's Day,John Mayer,-7.040000,-1.347,-11.785,-4.745,medium
Assis par terre,Pascal Sangla,-10.621000,-3.015,-14.455,-3.834,medium
Agrippina : Act 3 "Bel piacere è godere fido amor!" [Poppea],Marilyn Horne,-23.045000,-9.714,-27.067,-4.022,quiet
Llamado De Emergencia,Daddy Yankee,-4.335000,-0.183,-6.471,-2.136,loud
He'll Deliver Me,Janet Paschal,-7.104000,-3.699,-8.931,-1.827,medium
Don't Go Breaking My Heart (LP Version),Sergio Mendes,-13.205000,-6.121,-16.657,-3.452,medium
Million Miles,Blue Rodeo,-8.249000,-2.820,-12.976,-4.727,medium
She's On That Revivalism,John Brown,-3.682000,1.514,-5.511,-1.829,loud
I Don't Want To Let You Go,Weezer,-10.571000,-4.552,-14.298,-3.727,medium
Aff E'chad (Nobody) (Live),Hadag Nahash,-3.956000,-0.127,-6.736,-2.780,loud
At The Movies (1991 Digital Remaster),Bad Brains,-9.233000,-5.674,-10.575,-1.342,medium
Check It (Explicit),Lords Of The Underground,-8.611000,-3.475,-11.118,-2.507,medium
Into The Mouth Of Hell We March [Explicit],Trivium,-3.180000,-0.671,-4.679,-1.499,loud
Sweet Love,Mary Black,-12.670000,-3.876,-18.822,-6.152,medium
Black Market Hell,Aiden,-7.192000,-2.573,-12.509,-5.317,medium
A Word From Deacon Jones [A Local Cable Access Ministry] (LP Version),Mark Lowry,-14.848000,-7.984,-20.921,-6.073,medium
Rainbow Jungle (Dub / Instrumental Reggae Music),Mikey Dread,-14.883000,-7.312,-24.475,-9.592,medium
Wind Beneath My Wings,RyanDan,-9.810000,-1.814,-16.686,-6.876,medium
Salva Mea,Faithless,-9.000000,-5.495,-11.670,-2.670,medium
Tu Robaste Mi Corazon,Selena,-8.573000,-3.297,-11.226,-2.653,medium
Declaration of Independence,Marquez the Greatest,-14.041000,-4.873,-19.049,-5.008,medium
Reborn (Explicit),Drowning Pool,-6.379000,-2.516,-7.903,-1.524,loud
Vad två öron klarar,Kent,-11.284000,-4.914,-17.471,-6.187,medium
El Gran Señor,Los Auténticos Decadentes,-6.203000,-1.984,-7.536,-1.333,loud
En Algún Rincón,Café Quijano,-5.635000,0.039,-9.039,-3.404,loud
The Way I Am,Eminem,-2.274000,1.817,-6.502,-4.228,loud
The Air Force song : Evening colors sequence,The Sun Harbor's Chorus-Documentary Recordings,-17.527000,-14.344,-17.129,0.398,quiet
22 (Acoustic),Lily Allen,-8.295000,-4.075,-10.417,-2.122,medium
Revolver [Tracy Young's Shoot To Kill Remix],Madonna,-4.204000,-0.499,-7.181,-2.977,loud
Hey Joe,Roy Buchanan,-8.880000,-4.025,-12.266,-3.386,medium
Nino ven pa'ca,Juan Carmona,-10.000000,-3.938,-12.759,-2.759,medium
Nüt isch für immer,Mayday,-5.902000,-2.660,-7.767,-1.865,loud
They Ride By Night,Charles Williams,-9.575000,-4.617,-13.382,-3.807,medium
Abscondence,Sun Yan-Zi,-6.779000,-1.526,-11.230,-4.451,loud
Dialogue et final si j'avais su,Maurice Chevalier / Françoise Dorin / Marina Hottine / Suzanne Gabriello / Jo Charrier / Marcel Carpentier / Perrette Souplex / Andree Grandjean / Cadet Rivers / Raymond Girerd / Orchestre De Jacques-Henri Rys / Jacques Henri Rys,-20.541000,-8.836,-25.566,-5.025,quiet
Make The World Go Away,Ray Price,-12.818000,-7.597,-17.792,-4.974,medium
Sirius Calling,Art Ensemble Of Chicago,-12.326000,-7.001,-13.704,-1.378,medium
Fungus,Swim,-6.776000,-2.725,-8.074,-1.298,loud
Plecaciunea mortii,Negura Bunget,-5.283000,-1.325,-8.908,-3.625,loud
Don't Keep Me Wondering,Buddy Miles,-9.391000,-5.550,-10.722,-1.331,medium
Ace Insurance Man,Bobbie Gentry,-10.736000,-6.983,-12.876,-2.140,medium
Ellen Disingenuous,Busdriver,-4.293000,1.023,-6.674,-2.381,loud
Ballin' the Jack,Brenda Lee,-9.670000,-4.500,-11.637,-1.967,medium
Oedipus Rex_ Atto Primo: Liberi_ Vos Liberabo (Oedipus) (Stravinsky),Herbert  von Karajan,-20.731000,-13.914,-25.520,-4.789,quiet
I´m Throwing Rice,Eddy Arnold,-15.159000,-10.902,-17.148,-1.989,quiet
Me Decidi,Gisselle,-4.537000,-0.768,-6.132,-1.595,loud
'Round the Wheel,DJ Harry,-9.706000,-4.725,-11.890,-2.184,medium
Strassenkrieg,MC Sadri,-6.633000,-2.972,-9.286,-2.653,loud
Monkey Junction,Weedeater,-9.036000,-5.835,-11.025,-1.989,medium
In Pursuit of the Implicate Order of Cultural Chaos,Mira,-22.721000,-17.816,-26.833,-4.112,quiet
I Love Me (I'm Wild About Myself) (2005 Digital Remaster),Mel Blanc,-12.965000,-5.498,-14.932,-1.967,medium
Dedicated,Paul Carrack,-14.241000,-7.432,-18.791,-4.550,medium
Got To Make Me Love You,Tyrone Taylor,-7.847000,-3.558,-9.617,-1.770,medium
Pathfinders,Elvenking,-4.516000,-2.327,-5.250,-0.734,loud
The Deep Blue Sea,The Irish Rovers,-9.181000,-5.433,-10.891,-1.710,medium
Shrivasta,William Coulter,-13.700000,-3.626,-17.835,-4.135,medium
City Of Screaming Statues,At The Gates,-8.068000,-3.117,-9.577,-1.509,medium
Hey Louise,Neil Diamond,-14.343000,-9.335,-16.974,-2.631,medium
Punk Rocker '97,Special Duties,-5.901000,-3.785,-7.044,-1.143,loud
Three Little Words,The Refreshments,-9.953000,-5.075,-12.543,-2.590,medium
Old Gobbler the Hound Dog,Johnny Horton,-8.787000,-3.826,-10.988,-2.201,medium
My Heart's Desire,Kane,-13.869000,-6.772,-19.881,-6.012,medium
Flipside,Bomb Squad,-6.759000,-3.754,-7.689,-0.930,loud
Quand on est amoureux,Les Hou-Lops,-5.144000,-0.858,-8.937,-3.793,loud
Hard Times,Eastmountainsouth,-8.843000,-4.319,-12.523,-3.680,medium
Superconstellation,:Blacks On :Blondes,-7.971000,-2.535,-11.722,-3.751,medium
Another World (Album Version),Richard Hell & The Voidoids,-14.009000,-9.663,-16.180,-2.171,medium
I Like Young Girls,Love Jones,-7.327000,-0.304,-10.494,-3.167,medium
Softcore,V'ro,-6.982000,-1.677,-10.047,-3.065,loud
Ragoo,Kings Of Leon,-6.391000,-0.931,-10.489,-4.098,loud
Tears Falling Down,Charlie Peacock,-12.094000,-7.301,-13.906,-1.812,medium
Drop The Hammer,The Gone Jackals,-14.007000,-11.119,-15.899,-1.892,medium
The Poet And The Pendulum,Nightwish,-6.003000,-0.041,-10.312,-4.309,loud
Olivia,Shinehead,-9.893000,-1.291,-14.506,-4.613,medium
Expeditions,From Dying Skies,-3.343000,0.058,-5.104,-1.761,loud
Firehouse Rock,Wailing Souls,-5.788000,-2.201,-8.672,-2.884,loud
Dengoso,Turibio Santos,-16.407000,-10.063,-19.172,-2.765,quiet
One King (Album Version),David Phelps,-8.582000,-1.404,-15.080,-6.498,medium
Silent Partner (Peace Out),Steinski,-18.604000,-10.866,-22.997,-4.393,quiet
Like A Hurricane,Eddy Raven,-11.712000,-6.611,-15.146,-3.434,medium
Un nuevo amor (version salsa),Tranzas,-6.991000,-1.472,-11.662,-4.671,loud
Time Travel,Klaus Badelt,-16.683000,-5.787,-25.903,-9.220,quiet
Hit my heart,JK,-8.345000,-4.015,-11.338,-2.993,medium
Revitalise,Dub Pistols feat. TK,-5.603000,-2.279,-8.132,-2.529,loud
She Will Love You (Album Version),Aiden,-5.249000,-2.131,-7.585,-2.336,loud
Why Wouldn't I (featuring Fabolous & Paul Cain),DJ Envy,-3.991000,1.130,-6.743,-2.752,loud
Ghosts_ Second Variation,Albert Ayler,-16.181000,-9.164,-20.166,-3.985,quiet
What Is This,Perfection,-7.264000,-3.726,-9.054,-1.790,medium
The Christmas Song (Chestnuts Roasting On An Open Fire),Fred Simon,-21.392000,-8.069,-28.925,-7.533,quiet
Menutha,Tony Joe White,-9.653000,-4.539,-12.466,-2.813,medium
Hum Drum,Terror Squad / Remy / Prospect / Armageddon,-5.511000,-1.236,-8.665,-3.154,loud
Wild Talk [Live],D.A.D.,-8.889000,-5.811,-10.845,-1.956,medium
Your Chance To Rock,Rodney O & Joe Cooley,-10.803000,-6.297,-13.951,-3.148,medium
You Are!,Christian Quast,-10.711000,-3.567,-13.492,-2.781,medium
Assface,G.G. Allin,-10.557000,-7.532,-11.667,-1.110,medium
I'm Real,Jennifer Lopez featuring Ja Rule,-8.147000,-2.801,-10.875,-2.728,medium
Seasick,The Bureau De Change,-8.571000,-6.460,-9.481,-0.910,medium
Perfect Moment,Darden Smith,-17.864000,-6.665,-23.637,-5.773,quiet
Nom' Mayi,Dédé Saint Prix_ Pakatak,-12.878000,-7.250,-15.252,-2.374,medium
Sueño Salvaje,Los Indios Tabajaras,-18.696000,-9.532,-22.781,-4.085,quiet
Say A Little Prayer,Mary Black,-10.562000,-4.920,-14.960,-4.398,medium
Clavelitos,Charanga de la 4,-9.535000,-4.016,-10.927,-1.392,medium
He That Dwelleth (Psalm 91) (In My Dreams Album Version),Daryl Coley,-13.295000,-3.931,-18.090,-4.795,medium
Unholy Outburst #3,Ramesses,-8.259000,-2.045,-14.437,-6.178,medium
You Better Look Out,Johnny Otis Show,-16.313000,-9.369,-19.887,-3.574,quiet
In John Fahey There Is No East or West (feat. John Doan),John Doan,-13.353000,-5.296,-19.242,-5.889,medium
Nu Ren Ben Se,Sammi Cheng,-9.447000,-4.672,-11.037,-1.590,medium
In Progress (Original Mix),Trentemoller,-9.915000,-5.206,-12.889,-2.974,medium
Big John's A-Blowin',Big John Greer,-7.335000,-2.534,-9.287,-1.952,medium
Papi Chulo (Extended Mix),Lorna,-7.581000,-4.048,-8.464,-0.883,medium
Soldiers At War feat. Kon Juan_ Big Scoob_ Short Nutty_ L.V.,Tech N9ne,-6.488000,-1.470,-8.475,-1.987,loud
Harder To Breathe,Maroon 5,-4.757000,-0.279,-6.988,-2.231,loud
From Tense To Loose To Slack,The Keys,-9.277000,-6.156,-10.432,-1.155,medium
Disco Jonki,Dusminguet,-8.275000,-4.640,-9.662,-1.387,medium
Electron libre,Clarisse Lavanant,-8.339000,-3.294,-10.734,-2.395,medium
Five For Ellis,Toots Thielemans,-12.192000,-7.060,-14.264,-2.072,medium
Padam padam,Marc Perrone,-20.251000,-14.979,-21.696,-1.445,quiet
Campeones De La Vida,Alejandro Lerner,-8.760000,-2.624,-12.617,-3.857,medium
Cold Shot,Stevie Ray Vaughan And Double Trouble,-10.958000,-5.068,-13.573,-2.615,medium
Simple Lullaby (Do Maj),Claudio,-13.679000,-4.296,-20.226,-6.547,medium
Cendrier,Java,-6.371000,-2.003,-10.055,-3.684,loud
Any Way You Want Me To,Jamie Richards,-7.625000,-2.587,-11.070,-3.445,medium
Playing In The Dirt,Joanna Connor,-13.202000,-9.397,-15.223,-2.021,medium
Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),Dilated Peoples Featuring Capleton,-4.080000,0.592,-7.342,-3.262,loud
Stop The World And Let Me Off,Patsy Cline,-12.495000,-9.478,-14.081,-1.586,medium
Thank You,Saga,-20.491000,-8.702,-28.185,-7.694,quiet
Its Cool,Walter Jackson,-9.903000,-2.888,-13.340,-3.437,medium
Nastaran,Mohammad Nouri,-15.689000,-11.948,-17.980,-2.291,quiet
Voyagers - Improvisation 12,R. Carlos Nakai,-26.675000,-18.225,-31.821,-5.146,quiet
Chega De Sausade,Elizete Cardoso,-14.645000,-8.665,-17.397,-2.752,medium
